group_id,canonical,leg,joint,bodyId,type,instance,somaSide,somaNeuromere,display_evidence_class,legacy_comparison,physiological_action_in_this_cell_measured
T3R:root_sad,root_sad,T3R,thorax-coxa,807854,Sternal adductor MN,Sternal adductor MN_R,R,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3R:root_sar,root_sar,T3R,thorax-coxa,800316,Sternal anterior rotator MN,Sternal anterior rotator MN,R,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3R:root_sar,root_sar,T3R,thorax-coxa,906235,Sternal anterior rotator MN,Sternal anterior rotator MN_R,R,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3R:root_spr,root_spr,T3R,thorax-coxa,903642,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3R:root_spr,root_spr,T3R,thorax-coxa,903643,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3R:root_spr,root_spr,T3R,thorax-coxa,907256,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T3R:root_spr,root_spr,T3R,thorax-coxa,1050493413,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T3,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
wing_b1,wing_b1,,,801310,b1 MN,b1 MN_L,L,T2,retained_nonleg_annotation,not_assessed_in_leg_mapping,False
wing_b1,wing_b1,,,804301,b1 MN,b1 MN_R,R,T2,retained_nonleg_annotation,not_assessed_in_leg_mapping,False
wing_b2,wing_b2,,,801137,b2 MN,b2 MN_L,L,T2,retained_nonleg_annotation,not_assessed_in_leg_mapping,False
wing_b2,wing_b2,,,801350,b2 MN,b2 MN_R,R,T2,retained_nonleg_annotation,not_assessed_in_leg_mapping,False
neck_CvN7,neck_CvN7,,,10754,CvN7,CvN7_L,L,\N,retained_nonleg_annotation,not_assessed_in_leg_mapping,False
neck_CvN7,neck_CvN7,,,556449,CvN7,CvN7_R,R,\N,retained_nonleg_annotation,not_assessed_in_leg_mapping,False
feeding_MN9,feeding_MN9,,,10331,MN9,MN9_L,L,\N,retained_nonleg_annotation,not_assessed_in_leg_mapping,False
feeding_MN9,feeding_MN9,,,16949,MN9,MN9_R,R,\N,retained_nonleg_annotation,not_assessed_in_leg_mapping,False
